"Contract No","Title","DAC Code","Contractor","Contractor Nationality","Country or Region","Action location","Amount in Euro","Type of contract","Duration","Duration Unit","Year"
169352,"CS 2061 - CC DI/05070","N/A","SIEMENS SA","Belgium","All Countries","Bruxelles",9470.29,"Supplies",13,"M",2008
169936,"Celebration of the Human Rights Day and 60th anniversary of the Universal Declaration of Human Rights",15160,"BIRO ZA LJUDSKA PRAVA TUZLA","Bosnia and Herzegovina","Bosnia and Herzegovina","Targer gropu: citizens of BiH. Target locations: Tuzla, Banaj Luka and Sarajevo",3000,"Services",2,"M",2008
170603,"PROSPECT - Specifications and Development","N/A","SIEMENS-IBM-ARHS CONSORTIUM","Belgium","All Countries","Bruxelles",599870.3,"Specific contract (ex-request for services and order form)",12,"M",2008
170925,"Organising An event on the 60Th anniversary of the universal declaration of Human Right",15160,"CONGRESS SERVICE CENTER VESNA & COLTD","Macedonia (Former Yugoslav Republic of)","All Countries","EU InfoCentre ECD Skopje",2900,"Services",21,"J",2008
171091,"Post-Grant Training for 2008 EIDHR Grantees ","N/A","YANKI SEYAHAT VE TURIZM ACENTASI LTD STI","Turkey","Turkey","Istanbul",1300,"Services",12,"M",2008
171143,"EIDHR Desk Study on projects interventions 2000-2008",15160,"IBF INTERNATIONAL CONSULTING SA","Belgium","All Countries","Worldwide",206640.04,"Services",250,"J",2008
171170,"ELE - Chief Observer for the EU Election Observation Mission for Constitutional Referendum in Bolivia on 25 January 2009","N/A","WEBER","Romania","Bolivia","Bolivia",16300,"Services",12,"M",2008
171226,"Order Form 1194 - CC DI/5650","N/A","PC-WARE INFORMATION TECHNOLOGIESBV","Netherlands (The)","All Countries","Bruxelles",5380.05,"Supplies",12,"M",2008
171290,"ELE - Chief Observer for the EU Election Observation Mission for Elections in El Salvador in the course of 2009","N/A","YANEZ BARNUEVO GARCIA","Spain","El Salvador","El Salvador",21600,"Services",12,"M",2008
171559,"ELE - EU Election Expert Mission to Iraq Provincial Elections 2009","N/A","BERENSCHOT GROEP BV","Netherlands (The)","Iraq","Iraq",174651,"Services",210,"J",2008
171560,"ELE - EU Election Expert Mission to Maldives legislative elections 2009","N/A","SUDGEST AID AIUTARE LO SVILUPPO DIFFICILE SCRL","Italy","Maldives","Maldives",146503,"Services",90,"J",2008
172017,"PROSPECT - Project Manager
Specific Contract n° 887 implementing Framework Contract 
DI/05710 (Marco RIVA) ","N/A","ONE4EU SOCIETE MOMENTANEE","Belgium","All Countries",,107560,"Services",200,"J",2008
172332,"Organisation of a Conference to Promote the European Instrument for Democracy and Human Rights: Ankara, April 2009",15160,"YANKI SEYAHAT VE TURIZM ACENTASI LTD STI","Turkey","Turkey","Ankara",42764.52,"Services",12,"M",2008
172340,"Organisation of the presentation of Call for Proposals launched under 'European Instrument for Democracy and Human Rights'",15160,"CENTAR ZA PROMOCIJU CIVILNOG DRUSTVA UG","Bosnia and Herzegovina","Bosnia and Herzegovina","Bosnia and Herzegovina; Banja Luka, Sarajevo, Zenica, Tuzla and Trebinje.  

Target groups: All eligible applicants to EIDHR CBSS coming from non-profit sector",5000,"Services",2,"M",2008
172407,"Training sessions to Civil Society Organisations on EIDHR Grant Applications",92010,"FONDACIONI KOSOVAR PER SHOQERI CIVILE",,"Kosovo","Kosovo",14900,"Services",1,"M",2008
148703,"Production  VNR Environnement","N/A","MOSTRA SA","Belgium","All Countries","Belgium (Brussels); Brazil (Oriximina); Mali (Tombouctou); Sri Lanka (Colombo)",74928.23,"Services",1,"J",2008
155526,"Result Oriented Monitoring for the operations funded by EC: Centrally Managed Thematic Projects (Lot 5) Central management of thematic budget lines PA RELEX","N/A","INSTITOUTO SYSTIMATON EPIKOINONIASKAI YPOLOGISTON","Greece","All Countries",,493662.5,"Services",36,"M",2008
156646,"Result Oriented Monitoring for the operations funded by EC: Centrally Managed Thematic Projects (Lot 5) Central management of thematic budget lines PA DEV","N/A","INSTITOUTO SYSTIMATON EPIKOINONIASKAI YPOLOGISTON","Greece","All Countries",,493662.5,"Services",36,"M",2008
159409,"ICM - assessment of IPAD",43010,"MOORE STEPHENS LLP","United Kingdom","All Countries",,33629,"Services",365,"J",2008
159573,"ICM - assessment of DFID",43010,"MOORE STEPHENS LLP","United Kingdom","All Countries",,42399,"Services",365,"J",2008
160032,"ICM - assessment of the Dutch Ministry of Foreign Affairs","N/A","ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","All Countries",,38062.5,"Services",365,"J",2008
160660,"Verification mission to UNDP projects - 2008","N/A","MOORE STEPHENS LLP","United Kingdom","All Countries",,275562,"Services",365,"J",2008
160662,"Verification mission to UNFPA projects - 2008","N/A","MOORE STEPHENS LLP","United Kingdom","All Countries",,139236,"Services",365,"J",2008
160665,"Verification mission to UNICEF projects","N/A","ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","All Countries",,95051,"Services",365,"J",2008
162396,"LHWP REQUEST FOR LEGAL OPINION","N/A","WEBBER NEWDIGATE PARTNERSHIP","Lesotho","All Countries","BLOEMFONTEIN, SOUTH AFRICA; MASERU, LESOTHO; BRUSSELS, BELGIUM",100000,"Services",12,"M",2008
163726,"ASSESSMENT IN THE CONTEXT OF JOINT MANAGEMENT WITH INTERNATIONAL ORGANISATIONS =>3rd wave","N/A","MOORE STEPHENS LLP","United Kingdom","EU Europe ",,57850,"Services",365,"J",2008
164396,"Audit of G.V.C.","N/A","ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","Region Miscellaneous",,300900,"Services",365,"J",2008
164506,"Assessment of Lux Dev in the framework of indirect centralised management","N/A","ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","All Countries",,27685,"Services",365,"J",2008
168631,"ICM - assessment of the Ministry of Foreign Affairs of Finland","N/A","ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","All Countries",,35830,"Services",365,"J",2008
171097,"Organisation de sessions de formation ''audit'' en Délégations et à Bruxelles - 2009 ","N/A","ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","All Countries",,269590,"Services",365,"J",2008
171204,"Assessment of UN organisations in selected countries","N/A","IBF INTERNATIONAL CONSULTING SA","Belgium","All Countries",,64928,"Services",300,"J",2008
154375,"ADMINISTRATIVE ARRANGEMENT BETWEEN DG AIDCO AND THE JOINT RESEARCH CENTRE (JRC) ON THE ESTABLISHMENT AND IMPLEMENTATION OF THE ""EXPERT SUPPORT FACILITY""  FOR THE ""INSTRUMENT FOR STABILITY""",99810,"JRC CCR JOINT RESEARCH CENTRE - CENTRE COMMUN DE RECHERCHE","Belgium","All Countries","Global/all countries",800000,"Services",36,"M",2008
154752,"Organisation of 8 workshops in the framework of the Expert Support Facility (ESF) of the Instrument for Stability (IfS)","N/A","LIBERTY INTERNATIONAL, SPOL SRO","Czech Republic","All Countries","Belgium",249426,"Services",68,"J",2008
157167,"Fight against trafficking on the cocaine route",15210,"FUNDACION INTERNACIONAL Y PARA IBEROAMERICA DE ADMINISTRACION Y POLITICAS PUBLICAS","Spain","All Countries","Studies to be undertaken on transregional level in West Africa, Latin America and the Caribbean.",485000,"Services",10,"M",2008
157283,"Counter-Terrorism in Trans-Sahel Region/Illicit and corrupt networks (organized crime, money laundering).",15210,"FRANCE COOPERATION INTERNATIONALE","France","All Countries","Study missions are underaken in West Africa and Maghreb.",510000,"Services",19,"M",2008
157290,"Critical maritime routes",15210,"DEUTSCHE GESELLSCHAFT FUR TECHNISCHE ZUSAMMENARBEIT (GTZ) GMBH","Germany","All Countries","Study missions undertaken in Horn of Africa and South East Asia.",230000,"Services",10,"M",2008
157841,"Improving biosafety/biosecurity laboratories in high risk areas",15210,"FRANCE COOPERATION INTERNATIONALE","France","All Countries","Study missions are undertaken in the Mediterranean basin and Asia.",210000,"Services",19,"M",2008
157866,"CBRN Training Centre on Safety and Security",15210,"ENTE PER LE NUOVE TECNOLOGIE L ENERGIA E L AMBIENTE","Italy","All Countries","Study missions are undertaken in the Mediterranean basin and Asia.",232000,"Services",19,"M",2008
159103,"Preparation of ToR for Database and Website under Instrument for Stability","N/A","ATOS ORIGIN BELGIUM SA","Belgium","All Countries","Belgium",22125,"Services",30,"J",2008
167332,"Critical maritime routes at selected countries of the Horn of Africa and the Arabian Peninsula",15210,"DEUTSCHE GESELLSCHAFT FUR TECHNISCHE ZUSAMMENARBEIT (GTZ) GMBH","Germany","All Countries","Study missions in Horn of Africa and South East Asia",195000,"Services",6,"M",2008
168650,"Organisation of workshops in the framework of the Expert Support Facility (ESF) of the Instrument for Stability (IfS)  ","N/A","BCD TRAVEL BELGIUM NV","Belgium","All Countries","Belgium",174963.5,"Services",250,"J",2008
169981,"Study on potential activities in the field of fights against organised crime on the cocaine route for funding in 2009 under the Instrument for Stability","N/A","IBF INTERNATIONAL CONSULTING SA","Belgium","All Countries","Nigeria, Togo",85645,"Services",275,"J",2008
170483,"Study on potential activities in the field of prevention, combat and control of the illicit trade in small arms and light weapons for funding in 2009 under the Instrument for Stability","N/A","IBF INTERNATIONAL CONSULTING SA","Belgium","All Countries","West Africa, East Africa, Latin America",94974,"Services",255,"J",2008
170940,"Workshop on potential activities to be financed under the Instrument for Stability in the area of prevention, combat and control of the illicit trade in small arms and light weapons ","N/A","BCD TRAVEL BELGIUM NV","Belgium","All Countries","Belgium",48920,"Services",90,"J",2008
171278,"contract to execute payment of 1.351,93 for contract MAP/2005/111-414",15210,"CONCEPTION, ETUDES ET COOPERATION DE FORMATION SA","Belgium","All Countries","Belgium",1351.93,"Services",1,"M",2008
172019,"ESFIS - IT system for the operational management of experts and for keeping a repository of actions under the Expert Support Facility (ESF) programme",22040,"SIEMENS-IBM-ARHS CONSORTIUM","Belgium","All Countries","Belgium",199084,"Services",12,"M",2008
172659,"Critical maritime routes at selected countries of the Horn of Africa and the Arabian Peninsula",15210,"DEUTSCHE GESELLSCHAFT FUR TECHNISCHE ZUSAMMENARBEIT (GTZ) GMBH","Germany","All Countries","Horn of Africa and South East Asia",9418.5,"Services",4,"M",2008
148455,"Civil Society Dialogue - Participants' Kits",22010,"INTERNATIONAL GRAFIC EDITIONS AND PROMOTIONS SA","Belgium","Region IPA instrument","Brussels",5295,"Specific contract (ex-request for services and order form)",3,"M",2008
148613,"Technical assistance to TV journalists from Albania, Bosnia and Herzegovina, Croatia, FYRoM, Montenegro, Serbia and Kosovo",22010,"INSTANT NEWS SERVICE SPRL","Belgium","Region IPA instrument","Brussels",197696,"Services",9,"M",2008
148804,"Civil Society Dialogue - Printed Materials",22010,"IMMEDIA PREPRESS-PRINTING-HANDLINGSPRL","Belgium","Region IPA instrument","Brussels",25490.04,"Specific contract (ex-request for services and order form)",3,"M",2008
148839,"''Conference Civil Society Dialogue: Concert venue''
",22010,"FLAGEY VZW","Belgium","Region IPA instrument","Brussels",11074,"Services",3,"M",2008
149005,"Civil Society Dialogue: Hostesses",22010,"YOUR PROTEIN SPRL","Belgium","Region IPA instrument","Brussels",4998,"Specific contract (ex-request for services and order form)",3,"M",2008
149032,"Civil Society Conference: Transport
",22010,"CAPITALE CARS SPRL","Belgium","Region IPA instrument","Brussels",2700,"Services",3,"M",2008
149732,"Civil Society Conference: Photographer",22010,"BLUECLIC PRODUCTIONS SPRL","Belgium","Region IPA instrument","Brussels",1081.5,"Services",2,"M",2008
151824,"Civil Society: Coffee & Meals",22010,"COMPASS GROUP BELGILUX SA","Belgium","Region IPA instrument","Brussels",46264.81,"Services",2,"M",2008
152519,"Civil Society Conference: Exhibition",22010,"PRIMO GROUP SA","Belgium","Region IPA instrument","Brussels",23251.53,"Services",2,"M",2008
154689,"Workshop on Kosovo",22010,"B&B EXPRESS - BOURGOGNE BALKANS","France","Region IPA instrument","France, Dijon",3324,"Services",3,"M",2008
155321,"Montenegro News",22010,"INFOMONT DOO - PODGORICA","Montenegro","Europe apart from EU","Montenegro, Podgorica",1800,"Services",12,"M",2008
157017,"Audio-Visual Services on Demand",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Albania - Tirana, Qafe Bote
Bosnia and Herzegovina - Sarajevo, Travnik, Jajce, Mostar, Blagaj
Montenegro - Podgorica, Sukobin
Kosovo - Pristina, Vushtrri, Mitrovica, Dragash
Croatia, Zagreb, Cakovec
FYROM - Skopje

",302903.75,"Specific contract (ex-request for services and order form)",22,"M",2008
160164,"Production of Progress Reports and Strategy Paper",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Production and printing taking place in Germany, Berlin
",86298.12,"Specific contract (ex-request for services and order form)",9,"M",2008
161345,"Press Trips to Bosnia Herzegovina, Croatia, FYRoM, Montenegro and Serbia",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Bosnia and Herzegovina: Sarajevo
Croatia: Zagreb, Split
FYRoM: Skopje
Montenegro: Podgorica, Kotor
Serbia: Belgrade, Novi Sad",533125.6,"Specific contract (ex-request for services and order form)",11,"M",2008
162664,"5th Enlargement Impact Study",22010,"THE UNIVERSITY OF SUSSEX","United Kingdom","Region IPA instrument","United Kingdom, Brighton",59796,"Services",5,"M",2008
162723,"Production of Spin Offs",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Germany, Berlin",95008.58,"Specific contract (ex-request for services and order form)",16,"M",2008
163873,"Enlarge your vision",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Event: Brussels
Production of booklet: Berlin",82173.3,"Specific contract (ex-request for services and order form)",5,"M",2008
164659,"Press Trip to Turkey",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Turkey: Istanbul, Bursa, Kayseri",140276.42,"Services",7,"M",2008
165326,"Communication Trainings for Delegations",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Macedonia: Skopje
Turkey: Ankara
Brussels",58169.81,"Specific contract (ex-request for services and order form)",6,"M",2008
165661,"OPOCE Stockage and distribution of Enlarg Publications.",22010,"OFFICE DES PUBLICATIONS DE L'UNIONEUROPEENNE","Luxembourg","Region IPA instrument","Luxembourg",48000,"Services",9,"M",2008
167360,"Southeast European Agenda on Sports and Culture",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Western Balkans and Turkey",215671.27,"Specific contract (ex-request for services and order form)",11,"M",2008
167378,"Southeast European Agenda on Sports and Culture",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Western Balkans and Turkey
",75939,"Specific contract (ex-request for services and order form)",11,"M",2008
168641,"Foca 09 - 2nd European Street Football Festival in Bosnia and Herzegovina",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Bosnia and Herzegovina: Foca",396742.5,"Specific contract (ex-request for services and order form)",6,"M",2008
168720,"The Danube by bike",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Along the counties where the Danube pass: Croatia, Serbia, Romania, Bulgaria, Slovakia and Hungary.",559134.27,"Specific contract (ex-request for services and order form)",9,"M",2008
168823,"Coproduction TV5Monde and RFI: Multimedia project ''Enlargement of the EU''",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","All EU countries.",352645.5,"Specific contract (ex-request for services and order form)",8,"M",2008
168897,"The Danube by bike",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Along the counties where the Danube pass: Croatia, Serbia, Romania, Bulgaria, Slovakia and Hungary.",26377.5,"Specific contract (ex-request for services and order form)",10,"M",2008
168929,"10 THEMATIC VIDEOS ON IPA ASSISTANCE",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Candidates Countries and Potential Candidates Countries",167732,"Specific contract (ex-request for services and order form)",20,"M",2008
169089,"European Young Journalist Award ''Enlarge your vision'' 2008/09 Lot 1",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","All EU countries",443993.84,"Specific contract (ex-request for services and order form)",9,"M",2008
169097,"European Young Journalist Award ''Enlarge your vision'' 2008/09 Lot 2",22040,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","All EU countries
",80381.65,"Specific contract (ex-request for services and order form)",8,"M",2008
169353,"Comprehensive inventory and development of DG ELARG website",22010,"HELLO AGENCY SA","Belgium","Phare Region","Brussels - Belgium
",122179.6,"Specific contract (ex-request for services and order form)",12,"M",2008
169625,"Event on the occasion of the 5th anniversary of the 2004 EU enlargement - Prague 2009",22010,"MEDIA CONSULTA INTERNATIONALHOLDING AG","Germany","Region IPA instrument","Czech Republic, Prague",213416.5,"Specific contract (ex-request for services and order form)",6,"M",2008
169887,"Flash Eurobarometer - Survey on the Attitudes of Europeans towards the Benefits of the EU Enlargement",22010,"MAGYAR GALLUP INTEZET KOZVELEMENY ES PIACKUTATO KFT","Hungary","Region IPA instrument","The 27 EU countries",360144.67,"Specific contract (ex-request for services and order form)",5,"M",2008
170434,"IPA BROCHURE",22010,"IMPRIMERIES BIETLOT FRERES SA","Belgium","Region IPA instrument","Gilly, Belgium",15589.41,"Specific contract (ex-request for services and order form)",6,"M",2008
171356,"Redesign four DG Enlargement websites ",22040,"HELLO AGENCY SA","Belgium","Region IPA instrument","Brussels, Belgium",119315,"Services",7,"M",2008
146263,"Evaluation of proposals in Turkish and in English under the ''Cypriot Civil Society in Action'' grant scheme",92030,"ITALTREND SPA","Italy","Cyprus","Northern Part of Cyprus",111248,"Services",600,"J",2008
147897,"TA and advice in relation to the implementation of EU water/wastewater projects in the northern part of Cyprus",14020,"KANATLI","Cyprus","Cyprus","Northern part of Cyprus",10000,"Services",8,"M",2008
148265,"Technical Assistance to support the development of reconciliation measures and to support civil society in the Turkish Cypriot community: the EU Civil Society Support Team (CSST)",92030,"BUSINESS AND STRATEGIES IN EUROPE SA","Belgium","Cyprus","northern part of cyprus",1499000,"Services",36,"M",2008
148269,"Technical assistance to support rural development policy",43040,"AGRICONSULTING EUROPE SA","Belgium","Cyprus","Northern part of Cyprus",1991000,"Services",24,"M",2008
148389,"Scoping study on LLL and labour market measures and outline of corresponding Technical Assistance",16020,"EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Cyprus","Northern part of Cyprus",117490,"Services",280,"J",2008
148727,"Scoping studies in the fields of health and general social services",16010,"IBF INTERNATIONAL CONSULTING SA","Belgium","Cyprus","Northern part of Cyprus",143738,"Services",300,"J",2008
148796,"Technical Assistance to DG ELARG, Task Force Turkish Cypriot community for assessment of calls for proposals in the field of rural development and private sector development",99810,"ITALTREND SPA","Italy","Cyprus","Northern part of Cyprus",113802,"Services",600,"J",2008
148843,"Preparation of an Environmental Impact Assessment and a Preliminary Environmental review for waste management installations in the northern part of Cyprus",14050,"SOGES SPA","Italy","Cyprus","Northern part of Cyprus",199890,"Services",400,"J",2008
148870,"Technical Assistance to DG ELARG, Task Force Turkish Cypriot community for assessment of calls for proposals in the fields of education and labour market development",11120,"HTSPE LTD","United Kingdom","Cyprus","Northern part of Cyprus",192936,"Services",500,"J",2008
148885,"TA for ex-ante evaluation on ICT/SME sector in northern part of Cyprus",32130,"TRANSTEC SA","Belgium","Cyprus","Northern part of Cyprus",85728,"Services",90,"J",2008
149039,"Project preparation for Investment Projects. Service for preparation of conceptual and detailed designs for priority projects on water and wastewater management in northern part of Cyprus

",32171,"FICHTNER GMBH & CO KG","Germany","Cyprus","Northern part of Cyprus",3579928,"Services",12,"M",2008
153158,"Additional activities to contract 2007/144603 ''Services for the preparation of studies, conceptual projects and ToR for the rehabilitation of the former CMC mining and ore processing sites in the Lefke region, northern part of Cyprus",41082,"PLEJADES GMBH","Germany","Cyprus","Northern part of Cyprus",17500,"Services",13,"M",2008
155079,"TA in running a programme support office in the northern part of Cyprus",91010,"DEUTSCHE GESELLSCHAFT FUR TECHNISCHE ZUSAMMENARBEIT (GTZ) GMBH","Germany","Cyprus","Northern part of Cyprus",3426000,"Services",48,"M",2008
156036,"Preparation of and monitoring the implementation of a ''Turnkey contract to supply equipment, install and commission a Solar Power Plant''",23010,"ATOS ORIGIN BELGIUM SA","Belgium","Cyprus","northern part of cyprus",176362,"Services",480,"J",2008
158415,"TA for engineering works for waste management infrastructure and rehabilitation of dumping sites in the northern part of Cyprus",14050,"IGIP IGENIEUR-GESELLSCHAFT FUR INTERNATIONALE PLANUNGSAUFGABEN MBH","Germany","Cyprus","Northern part of Cyprus",1100000,"Services",16,"M",2008
162824,"Technical Assistance on Crop Husbandry and Irrigation",31163,"AGRICONSULTING SPA -SOCIETA' PER LA CONSULENZA E LO SVILUPPO DELLE ATTIVITA' AGRICOLE ED AMBIENTALI","Italy","Cyprus","northern part of Cyprus",1962440,"Services",46,"M",2008
162998,"Technical Assistance to Support the Implementation of the Rural Development Sector Programme.",31163,"DELEEUW INTERNATIONAL YONETIM DANISMANLIGI VE TIC","Turkey","Cyprus","Northern part of Cyprus",1994080,"Services",48,"M",2008
164358,"Assessment of Civil Society Calls for Proposals",92010,"HTSPE LIMITED","United Kingdom","Cyprus","Home based and Cyprus",157784,"Services",395,"J",2008
167020,"Energy II - Demand-side management - Public awareness campaign",23081,"COWI BELGIUM SPRL","Belgium","Cyprus","northern part of Cyprus",199999,"Services",300,"J",2008
167022,"Preparation of and monitoring the implementation of ''Demand-side managment - Pilot projects''",23081,"AGRICONSULTING EUROPE SA","Belgium","Cyprus","northern part of Cyprus",49780,"Services",400,"J",2008
167088,"Upgrading the Management of the Energy Sector ¿
Project Management and Capacity Building
",23010,"KEMA INTERNATIONAL BV","Netherlands (The)","Cyprus","northern part of cyprus",799650,"Services",18,"M",2008
170176,"Capacity Building/Restructuring and Awareness Raising of Water/Wastewater and Waste Management Sector Organizations: Component 1 Capacity building in water and wastewater sectors",14020,"GRONTMIJ CARL BRO AS","Denmark","Cyprus","Northern part of Cyprus",2078730,"Services",42,"M",2008
170193,"Capacity Building/Restructuring and Awareness Raising of Water/Wastewater and Waste Management Sector Organizations: Component II and Component III ",14050,"GRONTMIJ CARL BRO AS","Denmark","Cyprus","Northern part of Cyprus",2123750,"Services",36,"M",2008
158555,"Maintenance of the Management Information System of the EC Delegation to Croatia",91010,"AIDE A LA DECISION ECONOMIQUE SA","Belgium","Croatia","Croatia",50000,"Services",12,"M",2008
158916,"Final Evaluation of CARDS 2001 and 2003 Border Management, CIS and NBMIS in Croatia",15130,"SUDGEST AID AIUTARE LO SVILUPPO DIFFICILE SCRL","Italy","Croatia","Croatia",79085,"Services",150,"J",2008
162330,"Independent Observer for Phare 2006 Blue Border Supply Evaluation",15130,"EUROSTRATEGIES SPRL","Belgium","Croatia","Croatia",8944,"Services",4,"M",2008
163544,"Upply of Promotional Material for the ECD Croatia",22010,"MILTON DOO ZA ROBNI PROMET, UVOZ-IZVOZ, TRGOVINU I ZASTUPANJE","Croatia","Croatia","Croatia",9890.5,"Supplies",2,"M",2008
165049,"Organisation of Travelling for TV Production",22010,"BUSINESS AND STRATEGIES IN EUROPE SA","Belgium","Croatia","Croatia, European Union",44879,"Services",390,"J",2008
165211,"Assessment of a Complaint about Destruction of the Natural Values of the Drava River in Croatia",14040,"HABERSACK","Austria","Croatia","Croatia",5000,"Services",9,"M",2008
165212,"Assessment of a Complaint about Destruction of the Natural Values of the River Drava in Croatia",14040,"VEGH MIHALY","Hungary","Croatia","Croatia",5000,"Services",9,"M",2008
167100,"IT Expertise to Support Evaluation Committees in Zagreb, Croatia",15130,"WHITE","Austria","Croatia","Croatia",10000,"Services",2,"M",2008
168206,"Supervision of the Development Infrastructure in Sibenik - Knin and Zadar Counties, Works Contract NO. 111108",32310,"LABOR PROJEKT DOO ZA GRADITELJSTVO","Croatia","Croatia","Croatia",4800,"Services",3,"M",2008
168405,"Violations of IPR and Transnational Organised Crime in Croatia",15130,"AGRICONSULTING EUROPE SA","Belgium","Croatia","Croatia",105000,"Services",6,"M",2008
169228,"IT Support to Phare 2005 and Phare 2006",22040,"TEKON DRUSTVO S ORGANICENOM ODGOVORNOSCU ZA TRGOVINU I USLUGE","Croatia","Croatia","Croatia",6000,"Services",12,"M",2008
169314,"Media Seminar",22010,"MEDIA SERVIS DOO","Croatia","Croatia","Croatia",9841.1,"Services",3,"M",2008
170541,"Support to the Land Registry and Cadastre Reform in Croatia",15110,"JRC CCR JOINT RESEARCH CENTRE - CENTRE COMMUN DE RECHERCHE","Belgium","Region IPA instrument","Croatia",39671,"Services",12,"M",2008
171179,"Support to Monitoring and On-the-spot Checks",91010,"IBF INTERNATIONAL CONSULTING SA","Belgium","Croatia","Croatia",188664,"Services",273,"J",2008
171811,"Study on the Enforcement of Court Decisions in Croatia",15130,"IBF INTERNATIONAL CONSULTING SA","Belgium","Croatia","Croatia",92456,"Services",180,"J",2008
172427,"Financial Audit of the Selected Supply and Works Contracts in Croatia",91010,"MOORE STEPHENS LLP","United Kingdom","Croatia","Croatia",82650,"Services",6,"M",2008
161693,"04MAC02/02/03/001 Terminals for Police Digital Communication System - Phase 2",15210,"NETRA KIRIL AND IVAN DOO SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,231868,"Supplies",19,"M",2008
165891,"06MAC01/06/11/001 -Refurbishment of municipal services centres in Ohrid region",99810,"TRGOVSKO DRUSHTVO ZA PROIZVODSTVO PROEKTIRANE I INZHENERING VARDARGRADBA DOO S.TRUBAREVO-SKOPJE","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,119205.09,"Works",15,"M",2008
165894,"05MAC01/04/07/001 - Assistance for the development of the Policing handbook ",15210,"BERENSCHOT GROEP BV","Netherlands (The)","Macedonia (Former Yugoslav Republic of)",,79664,"Specific contract (ex-request for services and order form)",6,"M",2008
165897,"06MAC01/11/102-TA to the MoES on Life Long Learning",11110,"PEM GMBH CONSULTING PLANNING REALISATION MANAGEMENT","Germany","Macedonia (Former Yugoslav Republic of)",,887775,"Services",766,"J",2008
165900,"05MAC01/14/22/001 TA for drafting Technical User Requirements for the Customs ",15140,"LOUIS BERGER SAS","France","Macedonia (Former Yugoslav Republic of)",,79880,"Specific contract (ex-request for services and order form)",6,"M",2008
165908,"06MAC01/06/17/001 Supervision of the works contracts for municipal service cent",14050,"ILF BERATENDE INGENIEURE ZT GMBH","Austria","Macedonia (Former Yugoslav Republic of)",,40408,"Specific contract (ex-request for services and order form)",41,"M",2008
165916,"6MAC01/11/05/001 (Lot  NO 1) SUPPL. FOR ESA AND ITS 30 LOCAL OFFICES ",16020,"AD EUROCOMPUTER SYSTEMS-ECS","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,46983.1,"Supplies",20,"M",2008
165919,"06MAC01/12/17/001 bis Support to the CAO and NAO Compliance Assessment Phase for NAT. ACC. of DEC Man",99810,"ACE ASESORES DE COMERCIO EXTERIOR SL","Spain","Macedonia (Former Yugoslav Republic of)",,39680,"Specific contract (ex-request for services and order form)",9,"M",2008
165920,"06MAC01/06/12/001 Refurbishment of municipal service centres in Bitola region",99810,"VIA DOO UVOZ IZVOZ VEVCANI","Macedonia (Former Yugoslav Republic of)","Macedonia (Former Yugoslav Republic of)",,169385.23,"Works",15,"M",2008
165924,"05MAC01/04/11/001 Provision of Engineering Services for the Preparation of Structural/Architectural Design and Supervisiion on the Renovation of Police Stations",15210,"HYDROPLAN INGENIEURS GMBH","Germany","Macedonia (Former Yugoslav Republic of)",,35784,"Specific contract (ex-request for services and order form)",7,"M",2008
